,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
   Dossier Number  ,      Designation        , Country , ISO ,   Status   ,   Type    , Last relevant date ,   Product Categrory   ,      Latin Transcription     , Submission date , Publication date , Registration date , 1st Amendment date , 2nd Amendment date , 3rd Amendment date 
IT/PGI/0117/1554,Prosciutto di Norcia,Italy,IT,Registered,PGI,13/06/1997,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,11/07/2007,25/03/2009,13/06/1997,29/04/2016,,
NL/PDO/0017/0316,Boeren-Leidse met sleutels,Netherlands,NL,Registered,PDO,13/06/1997,Class 1.3. Cheeses,,,,13/06/1997,,,
AT/PDO/0017/1425,Gailtaler Almkäse,Austria,AT,Registered,PDO,24/01/1997,Class 1.3. Cheeses,,,,24/01/1997,,,
DE/PDO/0017/0459,Allgäuer Emmentaler,Germany,DE,Registered,PDO,24/01/1997,Class 1.3. Cheeses,,,,24/01/1997,,,
DE/PDO/0017/0460,Allgäuer Bergkäse,Germany,DE,Registered,PDO,24/01/1997,Class 1.3. Cheeses,,,,24/01/1997,,,
DE/PDO/0017/0461,Altenburger Ziegenkäse,Germany,DE,Registered,PDO,24/01/1997,Class 1.3. Cheeses,,,,24/01/1997,,,
DE/PGI/0017/0686,Schwarzwälder Schinken,Germany,DE,Registered,PGI,24/01/1997,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,,24/01/1997,19/06/2013,,
DE/PGI/0017/1095,Aachener Printen,Germany,DE,Registered,PGI,24/01/1997,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,,,24/01/1997,,,
DE/PGI/0017/1223,Ammerländer Schinken ; Ammerländer Knochenschinken,Germany,DE,Registered,PGI,24/01/1997,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,,24/01/1997,,,
DE/PGI/0017/1225,Ammerländer Dielenrauchschinken ; Ammerländer Katenschinken,Germany,DE,Registered,PGI,24/01/1997,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,,24/01/1997,,,
EL/PDO/0017/0336,Κεράσια τραγανά Ροδοχωρίου ,Greece,GR,Registered,PDO,24/01/1997,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Kerassia Tragana Rodochoriou,,,24/01/1997,,,
EL/PDO/0017/0347,Κονσερβολιά Πηλίου Βόλου ,Greece,GR,Registered,PDO,24/01/1997,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Konservolia Piliou Volou,,,24/01/1997,,,
EL/PDO/0017/1558,Μαστίχα Χίου,Greece,GR,Registered,PDO,24/01/1997,Class 2.5. Natural gums and resins,Masticha Chiou,,,24/01/1997,,,
EL/PDO/0017/1559,Μαστιχέλαιο Χίου,Greece,GR,Registered,PDO,24/01/1997,Class 3.2. Essential oils,Mastichelaio Chiou,,,24/01/1997,,,
EL/PDO/0017/1560,Τσίχλα Χίου,Greece,GR,Registered,PDO,24/01/1997,Class 2.5. Natural gums and resins,Tsikla Chiou,,,24/01/1997,,,
FI/PDO/0017/1390,Lapin Puikula ,Finland,FI,Registered,PDO,24/01/1997,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,24/01/1997,,,
IT/PDO/0017/1540,Riviera Ligure,Italy,IT,Registered,PDO,24/01/1997,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,,24/01/1997,23/07/2011,,
UK/PGI/0017/0371,Whitstable oysters,United Kingdom,GB,Registered,PGI,24/01/1997,"Class 1.7. Fresh fish, molluscs, and crustaceans and products derived therefrom",,,,24/01/1997,,,
DK/PGI/0105/0003,Lammefjordsgulerod,Denmark,DK,Registered,PGI,18/12/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,16/06/1996,18/12/1996,03/04/2002,07/08/2014,
ES/PGI/0005/0011,Berenjena de Almagro,Spain,ES,Registered,PGI,18/12/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,27/09/2011,18/12/1996,12/06/2012,,
ES/PGI/0005/0012,Ternera Gallega,Spain,ES,Registered,PGI,18/12/1996,Class 1.1. Fresh meat (and offal),,,03/05/1996,18/12/1996,04/12/2013,,
LU/PGI/0017/0063,"Salaisons fumées, marque nationale grand-duché de Luxembourg ",Luxembourg,LU,Registered,PGI,23/11/1996,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,,23/11/1996,,,
PT/PDO/0017/0240,"Mel do Ribatejo Norte (Serra d'Aire, Albufeira de Castelo de Bode, Bairro, Alto Nabão",Portugal,PT,Registered,PDO,23/11/1996,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,,,23/11/1996,,,
UK/PDO/0017/0276,Shetland Lamb,United Kingdom,GB,Registered,PDO,23/11/1996,Class 1.1. Fresh meat (and offal),,,,23/11/1996,,,
EL/PDO/0017/0424,Φυστίκι Μεγάρων,Greece,GR,Registered,PDO,14/11/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Fystiki Megaron,,,14/11/1996,,,
IT/PDO/0017/1508,Collina di Brindisi,Italy,IT,Registered,PDO,14/11/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,,14/11/1996,,,
PT/PDO/0017/0225,Cabrito Transmontano,Portugal,PT,Registered,PDO,14/11/1996,Class 1.1. Fresh meat (and offal),,,,14/11/1996,13/03/2013,,
PT/PDO/0017/0239,Carne Barrosã,Portugal,PT,Registered,PDO,14/11/1996,Class 1.1. Fresh meat (and offal),,,,14/11/1996,,,
PT/PDO/0017/0241,Carne Mirandesa,Portugal,PT,Registered,PDO,14/11/1996,Class 1.1. Fresh meat (and offal),,,,14/11/1996,,,
BE/PDO/0017/0311,Beurre d'Ardenne,Belgium,BE,Registered,PDO,13/11/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,,13/11/1996,,,
EL/PDO/0017/0429,Πηχτόγαλο Χανίων ,Greece,GR,Registered,PDO,13/11/1996,Class 1.3. Cheeses,Pichtogalo Chanion,,,13/11/1996,,,
EL/PGI/0017/0419,Κουμ Κουάτ Κέρκυρας,Greece,GR,Registered,PGI,13/11/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Koum kouat Kerkyras,,,13/11/1996,,,
ES/PGI/0017/1563,Jijona ,Spain,ES,Registered,PGI,13/11/1996,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,,,13/11/1996,,,
FR/PDO/0017/0125,Munster ; Munster-Géromé ,France,FR,Registered,PDO,13/11/1996,Class 1.3. Cheeses,,,,13/11/1996,,,
IT/PDO/0017/0005,Casciotta d'Urbino,Italy,IT,Registered,PDO,13/11/1996,Class 1.3. Cheeses,,,,13/11/1996,,,
PT/PDO/0017/0219,Azeites do Ribatejo ,Portugal,PT,Registered,PDO,13/11/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,22/02/2010,13/11/1996,14/12/2011,,
PT/PDO/0017/0224,Borrego Serra da Estrela,Portugal,PT,Registered,PDO,13/11/1996,Class 1.1. Fresh meat (and offal),,,,13/11/1996,,,
PT/PDO/0017/0264,"Azeites da Beira Interior (Azeite da Beira Alta, Azeite da Beira Baixa)",Portugal,PT,Registered,PDO,13/11/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,,13/11/1996,,,
PT/PDO/0017/0267,Queijo S. Jorge ,Portugal,PT,Registered,PDO,13/11/1996,Class 1.3. Cheeses,,,,13/11/1996,,,
PT/PDO/0017/0270,Maracujá dos Açores/S. Miguel,Portugal,PT,Registered,PDO,13/11/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,13/11/1996,,,
PT/PGI/0017/0232,Cabrito de Barroso,Portugal,PT,Registered,PGI,13/11/1996,Class 1.1. Fresh meat (and offal),,,,13/11/1996,,,
PT/PGI/0017/0262,Presunto de Barroso,Portugal,PT,Registered,PGI,13/11/1996,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,,13/11/1996,,,
AT/PDO/0017/1435,Tiroler Graukäse,Austria,AT,Registered,PDO,02/07/1996,Class 1.3. Cheeses,,,,02/07/1996,,,
AT/PGI/0017/1460,Steirisches Kürbiskernöl,Austria,AT,Registered,PGI,02/07/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,,02/07/1996,22/09/2016,,
AT/PGI/0117/1462,Marchfeldspargel,Austria,AT,Registered,PGI,02/07/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,02/07/1996,,18/02/2015,
BE/PDO/0017/0312,Fromage de Herve,Belgium,BE,Registered,PDO,02/07/1996,Class 1.3. Cheeses,,,,02/07/1996,,,
DE/PGI/0017/0657,Lübecker Marzipan,Germany,DE,Registered,PGI,02/07/1996,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,,,02/07/1996,,,
DE/PGI/0017/0670,Nürnberger Lebkuchen,Germany,DE,Registered,PGI,02/07/1996,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,,,02/07/1996,,,
EL/PDO/0017/0031,Θρούμπα Αμπαδιάς Ρεθύμνης Κρήτης,Greece,GR,Registered,PDO,02/07/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Throumpa Ampadias Rethymnis Kritis,,,02/07/1996,,,
EL/PDO/0017/0333,Πορτοκάλια Μάλεμε Χανίων Κρήτης ,Greece,GR,Registered,PDO,02/07/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Portokalia Maleme Chanion Kritis,,,02/07/1996,,,
EL/PDO/0017/0345,Κονσερβολιά Στυλίδας,Greece,GR,Registered,PDO,02/07/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Konservolia Stylidas,,,02/07/1996,09/11/2013,,
EL/PDO/0017/0346,Κονσερβολιά Αμφίσσης  ,Greece,GR,Registered,PDO,02/07/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Konservolia Amfissis,,,02/07/1996,,,
EL/PDO/0017/0348,Κονσερβολιά Ροβίων,Greece,GR,Registered,PDO,02/07/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Konservolia Rovion,,,02/07/1996,15/01/2014,,
EL/PDO/0017/0350,Θρούμπα Χίου ,Greece,GR,Registered,PDO,02/07/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Throumpa Chiou,,,02/07/1996,,,
EL/PDO/0017/0351,Θρούμπα Θάσου,Greece,GR,Registered,PDO,02/07/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Throumpa Thassou,,,02/07/1996,,,
EL/PDO/0017/0356,Κονσερβολιά Αταλάντης,Greece,GR,Registered,PDO,02/07/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Konservolia Atalantis,,,02/07/1996,,,
EL/PDO/0017/0426,Φυστίκι Αίγινας ,Greece,GR,Registered,PDO,02/07/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Fystiki Aeginas,,,02/07/1996,,,
EL/PDO/0017/0446,Αυγοτάραχο Μεσολογγίου,Greece,GR,Registered,PDO,02/07/1996,"Class 1.7. Fresh fish, molluscs, and crustaceans and products derived therefrom",Avgotaracho Messolongiou,,,02/07/1996,,,
EL/PDO/0017/0453,Μέλι Ελάτης Μαινάλου Βανίλια ,Greece,GR,Registered,PDO,02/07/1996,Class 1.8. other products of Annex I of the Treaty (spices etc.),Meli Elatis Menalou Vanilia,,,02/07/1996,,,
EL/PGI/0017/0335,Σύκα Βραβρώνας Μαρκοπούλου Μεσογείων ,Greece,GR,Registered,PGI,02/07/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Syka Vravronas Markopoulou Mesogeion,,,02/07/1996,,,
EL/PGI/0017/0349,Κονσερβολιά Άρτας ,Greece,GR,Registered,PGI,02/07/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Konservolia Artas,,,02/07/1996,,,
FR/PDO/0117/0119,Fourme d'Ambert,France,FR,Registered,PDO,02/07/1996,Class 1.3. Cheeses,,,,02/07/1996,13/10/2010,28/11/2013,
IT/PDO/0017/0002,Bra,Italy,IT,Registered,PDO,02/07/1996,Class 1.3. Cheeses,,,,02/07/1996,03/12/2014,,
IT/PDO/0017/0006,Castelmagno,Italy,IT,Registered,PDO,02/07/1996,Class 1.3. Cheeses,,,,02/07/1996,15/12/2012,,
IT/PDO/0017/0007,Fiore Sardo,Italy,IT,Registered,PDO,02/07/1996,Class 1.3. Cheeses,,,,02/07/1996,,,
IT/PDO/0017/0013,Monte Veronese,Italy,IT,Registered,PDO,02/07/1996,Class 1.3. Cheeses,,,,02/07/1996,,,
IT/PDO/0017/0018,Pecorino Sardo,Italy,IT,Registered,PDO,02/07/1996,Class 1.3. Cheeses,,,,02/07/1996,04/03/2011,,
IT/PDO/0017/0020,Pecorino Toscano,Italy,IT,Registered,PDO,02/07/1996,Class 1.3. Cheeses,,,,02/07/1996,15/04/2010,,
IT/PDO/0017/0023,Raschera,Italy,IT,Registered,PDO,02/07/1996,Class 1.3. Cheeses,,,,02/07/1996,05/11/2013,,
IT/PDO/0017/0024,Robiola di Roccaverano,Italy,IT,Registered,PDO,02/07/1996,Class 1.3. Cheeses,,,,02/07/1996,04/03/2011,,
IT/PDO/0017/0026,Toma Piemontese,Italy,IT,Registered,PDO,02/07/1996,Class 1.3. Cheeses,,25/06/1993,,02/07/1996,10/02/2015,,
IT/PDO/0017/1492,Culatello di Zibello,Italy,IT,Registered,PDO,02/07/1996,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,,02/07/1996,,,
IT/PDO/0017/1493,Valle d’Aosta Lard d’Arnad/Vallée d’Aoste Lard d’Arnad,Italy,IT,Registered,PDO,02/07/1996,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,,02/07/1996,29/04/2011,,
IT/PDO/0017/1494,Prosciutto Toscano,Italy,IT,Registered,PDO,02/07/1996,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,,02/07/1996,03/09/2010,,
IT/PDO/0017/1495,Valle d'Aosta Jambon de Bosses,Italy,IT,Registered,PDO,02/07/1996,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,,02/07/1996,,,
IT/PDO/0017/1496,Prosciutto di Carpegna,Italy,IT,Registered,PDO,02/07/1996,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,,02/07/1996,15/04/2010,,
IT/PDO/0017/1497,Pancetta Piacentina,Italy,IT,Registered,PDO,02/07/1996,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,16/03/2010,02/07/1996,11/12/2010,,
IT/PDO/0017/1498,Coppa Piacentina,Italy,IT,Registered,PDO,02/07/1996,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,16/11/2010,02/07/1996,08/09/2011,,
IT/PDO/0017/1499,Salame Piacentino,Italy,IT,Registered,PDO,02/07/1996,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,,02/07/1996,04/02/2011,,
IT/PDO/0017/1503,Valtellina Casera,Italy,IT,Registered,PDO,02/07/1996,Class 1.3. Cheeses,,,,02/07/1996,,,
IT/PDO/0017/1505,Ragusano,Italy,IT,Registered,PDO,02/07/1996,Class 1.3. Cheeses,,,,02/07/1996,,,
IT/PDO/0017/1506,Canino,Italy,IT,Registered,PDO,02/07/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,,02/07/1996,,,
IT/PDO/0017/1511,Sabina,Italy,IT,Registered,PDO,02/07/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,,02/07/1996,17/06/2009,,
IT/PDO/0017/1513,Brisighella,Italy,IT,Registered,PDO,02/07/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,,02/07/1996,24/06/2016,,
IT/PDO/0017/1524,Pomodoro S. Marzano dell'Agro Sarnese-Nocerino,Italy,IT,Registered,PDO,02/07/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,02/07/1996,10/12/2010,,
IT/PDO/0017/1526,Aprutino Pescarese,Italy,IT,Registered,PDO,02/07/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,,02/07/1996,,,
IT/PDO/0117/1502,Bitto,Italy,IT,Registered,PDO,02/07/1996,Class 1.3. Cheeses,,02/08/2006,16/04/2009,02/07/1996,,,
IT/PGI/0017/1514,Radicchio Rosso di Treviso,Italy,IT,Registered,PGI,02/07/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,02/07/1996,06/08/2008,,
IT/PGI/0017/1523,Marrone di Castel del Rio,Italy,IT,Registered,PGI,02/07/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,02/07/1996,,,
IT/PGI/0017/1525,Bresaola della Valtellina,Italy,IT,Registered,PGI,02/07/1996,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,26/11/2010,02/07/1996,08/09/2011,,
IT/PGI/0017/1527,Marrone del Mugello,Italy,IT,Registered,PGI,02/07/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,02/07/1996,,,
IT/PGI/0017/1528,Farro della Garfagnana,Italy,IT,Registered,PGI,02/07/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,02/07/1996,,,
IT/PGI/0017/1529,Riso Nano Vialone Veronese,Italy,IT,Registered,PGI,02/07/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,02/07/1996,17/03/2009,19/03/2010,
IT/PGI/0017/1530,Fagiolo di Lamon della Vallata Bellunese,Italy,IT,Registered,PGI,02/07/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,02/07/1996,,,
IT/PGI/0017/1531,Fagiolo di Sarconi,Italy,IT,Registered,PGI,02/07/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,02/07/1996,,,
IT/PGI/0017/1532,Peperone di Senise,Italy,IT,Registered,PGI,02/07/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,02/07/1996,,,
PT/PDO/0017/0223,Carne Maronesa,Portugal,PT,Registered,PDO,02/07/1996,Class 1.1. Fresh meat (and offal),,,,02/07/1996,,,
PT/PDO/0017/0226,Queijo de Cabra Transmontano/Queijo de Cabra Transmontano Velho,Portugal,PT,Registered,PDO,02/07/1996,Class 1.3. Cheeses,,,09/06/2012,02/07/1996,14/05/2013,,
AT/PDO/0017/1473,Wachauer Marille ,Austria,AT,Registered,PDO,21/06/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,16/05/2012,21/06/1996,,,
BE/PGI/0017/0310,Jambon d'Ardenne,Belgium,BE,Registered,PGI,21/06/1996,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,,21/06/1996,,,
DK/PGI/0117/0329,Esrom,Denmark,DK,Registered,PGI,21/06/1996,Class 1.3. Cheeses,,,,21/06/1996,21/06/2007,,
EL/PDO/0017/0029,Τσακώνικη μελιτζάνα Λεωνιδίου ,Greece,GR,Registered,PDO,21/06/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Tsakoniki Melitzana Leonidiou,,,21/06/1996,,,
EL/PDO/0017/0030,Ελιά Καλαμάτας,Greece,GR,Registered,PDO,21/06/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Elia Kalamatas,,,21/06/1996,,,
EL/PDO/0017/0035,Πεζά Ηρακλείου Κρήτης ,Greece,GR,Registered,PDO,21/06/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",Peza Irakliou Kritis  ,,,21/06/1996,,,
EL/PDO/0017/0039,Βόρειος Μυλοπόταμος Ρεθύμνης Κρήτης,Greece,GR,Registered,PDO,21/06/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",Vorios Mylopotamos Rethymnis Kritis,,23/06/2012,21/06/1996,14/05/2013,,
EL/PDO/0017/0045,Βιάννος Ηρακλείου Κρήτης,Greece,GR,Registered,PDO,21/06/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",Viannos Irakliou Kritis ,,,21/06/1996,,,
EL/PDO/0017/0050,Λυγουριό Ασκληπιείου ,Greece,GR,Registered,PDO,21/06/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",Lygourio Asklipiou,,,21/06/1996,,,
EL/PDO/0017/0055,Αρχάνες Ηρακλείου Κρήτης,Greece,GR,Registered,PDO,21/06/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",Arxanes Irakliou Kritis,,,21/06/1996,,,
EL/PDO/0017/0332,Ακτινίδιο Σπερχειού  ,Greece,GR,Registered,PDO,21/06/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Aktinidio Sperchiou ,,,21/06/1996,,,
EL/PDO/0017/0342,Μήλα Ζαγοράς Πηλίου ,Greece,GR,Registered,PDO,21/06/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Mila Zagoras Piliou,,,21/06/1996,,,
EL/PDO/0017/0361,Ξερά σύκα Κύμης ,Greece,GR,Registered,PDO,21/06/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Xera syka Kymis,,,21/06/1996,,,
EL/PDO/0017/0394,Πέτρινα Λακωνίας ,Greece,GR,Registered,PDO,21/06/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",Petrina Lakonias,,,21/06/1996,,,
EL/PDO/0017/0400,Κρανίδι Αργολίδας ,Greece,GR,Registered,PDO,21/06/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",Kranidi Argolidas,,,21/06/1996,,,
EL/PDO/0017/0407,Κροκεές Λακωνίας,Greece,GR,Registered,PDO,21/06/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",Krokees Lakonias,,,21/06/1996,,,
EL/PDO/0017/0425,Κελυφωτό φυστίκι Φθιώτιδας,Greece,GR,Registered,PDO,21/06/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Kelifoto fystiki Fthiotidas,,,21/06/1996,,,
EL/PDO/0017/0430,Φορμαέλλα Αράχωβας Παρνασσού ,Greece,GR,Registered,PDO,21/06/1996,Class 1.3. Cheeses,Formaella Arachovas Parnassou,,,21/06/1996,,,
EL/PDO/0017/0432,Σαν Μιχάλη ,Greece,GR,Registered,PDO,21/06/1996,Class 1.3. Cheeses,San Michali,,,21/06/1996,,,
EL/PDO/0017/0433,Μετσοβόνε,Greece,GR,Registered,PDO,21/06/1996,Class 1.3. Cheeses,Metsovone,,,21/06/1996,,,
EL/PDO/0017/0434,Γραβιέρα Νάξου ,Greece,GR,Registered,PDO,21/06/1996,Class 1.3. Cheeses,Graviera Naxou,,,21/06/1996,,,
EL/PDO/0017/0435,Καλαθάκι Λήμνου ,Greece,GR,Registered,PDO,21/06/1996,Class 1.3. Cheeses,Kalathaki Limnou,,,21/06/1996,,,
EL/PDO/0017/0436,Σφέλα ,Greece,GR,Registered,PDO,21/06/1996,Class 1.3. Cheeses,Sfela,,,21/06/1996,,,
EL/PDO/0017/0438,Ανεβατό  ,Greece,GR,Registered,PDO,21/06/1996,Class 1.3. Cheeses,Anevato,,,21/06/1996,,,
EL/PDO/0017/0441,Μανούρι,Greece,GR,Registered,PDO,21/06/1996,Class 1.3. Cheeses,Manouri,,,21/06/1996,,,
EL/PDO/0017/0443,Γαλοτύρι,Greece,GR,Registered,PDO,21/06/1996,Class 1.3. Cheeses,Galotyri,,,21/06/1996,,,
EL/PDO/0017/0444,Κεφαλογραβιέρα,Greece,GR,Registered,PDO,21/06/1996,Class 1.3. Cheeses,Kefalograviera,,,21/06/1996,,,
EL/PDO/0017/0445,Λαδοτύρι Μυτιλήνης,Greece,GR,Registered,PDO,21/06/1996,Class 1.3. Cheeses,Ladotyri Mytilinis,,,21/06/1996,,,
EL/PDO/0017/0447,Μπάτζος,Greece,GR,Registered,PDO,21/06/1996,Class 1.3. Cheeses,Batzos,,,21/06/1996,,,
EL/PDO/0017/0448,Ξυνομυζήθρα Κρήτης ,Greece,GR,Registered,PDO,21/06/1996,Class 1.3. Cheeses,Xynomyzithra Kritis,,,21/06/1996,,,
EL/PDO/0017/0449,Γραβιέρα Αγράφων ,Greece,GR,Registered,PDO,21/06/1996,Class 1.3. Cheeses,Graviera Agrafon,,,21/06/1996,,,
EL/PDO/0017/0450,Κοπανιστή ,Greece,GR,Registered,PDO,21/06/1996,Class 1.3. Cheeses,Kopanisti,,26/06/2012,21/06/1996,14/05/2013,,
EL/PDO/0017/0451,Γραβιέρα Κρήτης ,Greece,GR,Registered,PDO,21/06/1996,Class 1.3. Cheeses,Graviera Kritis,,,21/06/1996,,,
EL/PDO/0017/0452,Κατίκι Δομοκού ,Greece,GR,Registered,PDO,21/06/1996,Class 1.3. Cheeses,Katiki Domokou,,,21/06/1996,,,
EL/PDO/0117/0440,Κασέρι,Greece,GR,Registered,PDO,21/06/1996,Class 1.3. Cheeses,Kasseri,,,21/06/1996,13/07/2000,,
EL/PGI/0017/0033,Χανιά Κρήτης,Greece,GR,Registered,PGI,21/06/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",Chania Kritis,,,21/06/1996,,,
EL/PGI/0017/0034,Ολυμπία,Greece,GR,Registered,PGI,21/06/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",Olympia,,,21/06/1996,,,
EL/PGI/0017/0064,Κρητικό παξιμάδι ,Greece,GR,Registered,PGI,21/06/1996,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",Kritiko paximadi,,,21/06/1996,,,
EL/PGI/0017/0377,Θάσος,Greece,GR,Registered,PGI,21/06/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",Thassos,,,21/06/1996,,,
EL/PGI/0017/0388,Κεφαλονιά,Greece,GR,Registered,PGI,21/06/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",Kefalonia,,,21/06/1996,,,
EL/PGI/0017/0390,Ρόδος,Greece,GR,Registered,PGI,21/06/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",Rodos,,,21/06/1996,,,
EL/PGI/0017/0399,Πρέβεζα,Greece,GR,Registered,PGI,21/06/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",Preveza,,,21/06/1996,,,
EL/PGI/0017/0457,Λακωνία,Greece,GR,Registered,PGI,21/06/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",Lakonia,,,21/06/1996,,,
ES/PDO/0017/0071,Sierra de Segura,Spain,ES,Registered,PDO,21/06/1996,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,,,21/06/1996,,,
ES/PDO/0017/0073,Calasparra,Spain,ES,Registered,PDO,21/06/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,21/06/1996,,,
ES/PDO/0017/0074,Nísperos Callosa d'En Sarriá,Spain,ES,Registered,PDO,21/06/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,21/06/1996,,,
ES/PDO/0017/0075,Uva de mesa embolsada 'Vinalopó',Spain,ES,Registered,PDO,21/06/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,21/06/1996,03/06/2015,,
ES/PDO/0017/0076,Dehesa de Extremadura,Spain,ES,Registered,PDO,21/06/1996,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,,21/06/1996,13/10/2016,,
ES/PDO/0017/0077,Guijuelo,Spain,ES,Registered,PDO,21/06/1996,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,,,21/06/1996,19/02/2016,26/10/2017,
ES/PDO/0017/0079,Miel de La Alcarria,Spain,ES,Registered,PDO,21/06/1996,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,,,21/06/1996,17/08/2013,,
ES/PDO/0017/0080,Pimientos del Piquillo de Lodosa,Spain,ES,Registered,PDO,21/06/1996,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,,,21/06/1996,,,
