,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
   Dossier Number  ,      Designation        , Country , ISO ,   Status   ,   Type    , Last relevant date ,   Product Categrory   ,      Latin Transcription     , Submission date , Publication date , Registration date , 1st Amendment date , 2nd Amendment date , 3rd Amendment date 
ES/PDO/0005/0724,Vinagre del Condado de Huelva,Spain,ES,Registered,PDO,05/10/2011,Class 1.8. other products of Annex I of the Treaty (spices etc.),,15/10/2008,24/11/2010,05/10/2011,,,
ES/PGI/0005/0725,Cordero de Extremadura,Spain,ES,Registered,PGI,05/10/2011,Class 1.1. Fresh meat (and offal),,09/10/2008,30/11/2010,05/10/2011,,,
PL/PGI/0005/0730,Jabłka grójeckie,Poland,PL,Registered,PGI,05/10/2011,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,01/12/2008,27/11/2010,05/10/2011,,,
SI/PDO/0005/0421,Nanoški sir,Slovenia,SI,Registered,PDO,05/10/2011,Class 1.3. Cheeses,,29/10/2004,15/12/2010,05/10/2011,,,
EL/PDO/0005/0731,Ξύγαλο Σητείας / Ξίγαλο Σητείας,Greece,GR,Registered,PDO,03/08/2011,Class 1.3. Cheeses,Xygalo Siteias / Xigalo Siteias,24/11/2008,17/11/2010,03/08/2011,,,
FR/PGI/0005/0592,Boeuf de Vendée,France,FR,Registered,PGI,03/08/2011,Class 1.1. Fresh meat (and offal),,08/03/2007,17/11/2010,03/08/2011,,,
FR/PGI/0005/0697,Porc d'Auvergne,France,FR,Registered,PGI,03/08/2011,Class 1.1. Fresh meat (and offal),,02/06/2008,16/11/2010,03/08/2011,,,
CZ/PGI/0005/0381,Karlovarské oplatky,Czech Republic,CZ,Registered,PGI,29/07/2011,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,20/10/2004,19/04/2007,29/07/2011,,,
CZ/PGI/0005/0397,Karlovarské trojhránky,Czech Republic,CZ,Registered,PGI,29/07/2011,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,19/10/2004,05/09/2007,29/07/2011,,,
DE/PGI/0005/0703,Göttinger Stracke,Germany,DE,Registered,PGI,27/07/2011,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,17/06/2008,13/11/2010,27/07/2011,,,
DE/PGI/0005/0721,Göttinger Feldkieker,Germany,DE,Registered,PGI,27/07/2011,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,10/10/2008,13/11/2010,27/07/2011,,,
EL/PDO/0005/0735,Αρνάκι Ελασσόνας,Greece,GR,Registered,PDO,27/07/2011,Class 1.1. Fresh meat (and offal),Arnaki  Elassonas,14/01/2009,12/11/2010,27/07/2011,,,
IT/PGI/0005/0780,Prosciutto Amatriciano,Italy,IT,Registered,PGI,27/07/2011,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,29/06/2009,12/11/2010,27/07/2011,,,
PL/PGI/0005/0728,Kołocz śląski/kołacz śląski,Poland,PL,Registered,PGI,27/07/2011,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,20/11/2008,05/11/2010,27/07/2011,,,
FR/PGI/0005/0596,Saucisson de l'Ardèche,France,FR,Registered,PGI,23/07/2011,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,10/04/2007,14/09/2010,23/07/2011,28/04/2016,,
UK/PGI/0005/0727,Cornish Pasty,United Kingdom,GB,Registered,PGI,23/07/2011,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,11/11/2008,14/07/2010,23/07/2011,16/06/2015,,
ES/PDO/0005/0642,Aceite Campo de Calatrava,Spain,ES,Registered,PDO,30/06/2011,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,11/09/2007,23/10/2010,30/06/2011,,,
FR/PDO/0005/0547,Moules de Bouchot de la Baie du Mont-Saint-Michel,France,FR,Registered,PDO,30/06/2011,"Class 1.7. Fresh fish, molluscs, and crustaceans and products derived therefrom",,30/03/2006,09/11/2010,30/06/2011,,,
IT/PDO/0005/0682,Fichi di Cosenza,Italy,IT,Registered,PDO,22/06/2011,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,25/02/2008,30/09/2010,22/06/2011,,,
IT/PGI/0005/0762,Porchetta di Ariccia,Italy,IT,Registered,PGI,16/06/2011,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,02/03/2009,23/09/2010,16/06/2011,,,
PL/PGI/0005/0619,Miód drahimski,Poland,PL,Registered,PGI,16/06/2011,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,09/07/2007,15/09/2010,16/06/2011,,,
ES/PGI/0005/0632,Chorizo de Cantimpalos,Spain,ES,Registered,PGI,01/06/2011,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,17/07/2007,30/09/2010,01/06/2011,,,
HU/PGI/0005/0388,Gönci kajszibarack,Hungary,HU,Registered,PGI,20/05/2011,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,21/10/2004,14/09/2010,20/05/2011,,,
IT/PGI/0005/0775,Fagiolo Cuneo,Italy,IT,Registered,PGI,20/05/2011,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,18/05/2009,18/09/2010,20/05/2011,,,
PL/PDO/0005/0401,Karp zatorski,Poland,PL,Registered,PDO,20/05/2011,"Class 1.7. Fresh fish, molluscs, and crustaceans and products derived therefrom",,26/04/2007,21/09/2010,20/05/2011,04/11/2016,,
CN/PDO/0005/0621,龙井茶,China,CN,Registered,PDO,11/05/2011,Class 1.8. other products of Annex I of the Treaty (spices etc.),Longjing cha,16/07/2007,22/09/2010,11/05/2011,,,
CN/PDO/0005/0626,琯溪蜜柚,China,CN,Registered,PDO,11/05/2011,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Guanxi Mi You,16/07/2007,24/09/2010,11/05/2011,,,
CN/PDO/0005/0629,陕西苹果,China,CN,Registered,PDO,11/05/2011,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Shaanxi ping guo,16/07/2007,18/09/2010,11/05/2011,,,
CN/PGI/0005/0627,蠡县麻山药,China,CN,Registered,PGI,11/05/2011,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Lixian Ma Shan Yao,16/07/2007,24/09/2010,11/05/2011,,,
EL/PGI/0005/0707,Σταφίδα Ηλείας,Greece,GR,Registered,PGI,11/05/2011,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Stafida Ilias,27/06/2008,28/08/2010,11/05/2011,,,
EL/PDO/0005/0540,Φιρίκι Πηλίου,Greece,GR,Registered,PDO,29/04/2011,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Firiki Piliou,27/03/2006,17/08/2010,29/04/2011,,,
FI/PDO/0005/0383,Lapin Poron kylmäsavuliha,Finland,FI,Registered,PDO,29/04/2011,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,19/10/2004,20/08/2010,29/04/2011,,,
PL/TSG/0007/0047,Kiełbasa jałowcowa staropolska,Poland,PL,Registered,TSG,19/04/2011,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,05/12/2006,11/07/2009,19/04/2011,19/10/2017,,
PL/TSG/0007/0053,Kiełbasa myśliwska staropolska,Poland,PL,Registered,TSG,19/04/2011,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,19/03/2007,14/07/2009,19/04/2011,19/10/2017,,
IT/PDO/0005/0524,Formaggella del Luinese,Italy,IT,Registered,PDO,16/04/2011,Class 1.3. Cheeses,,17/02/2006,14/08/2010,16/04/2011,,,
IT/PDO/0005/0525,Farina di castagne della Lunigiana,Italy,IT,Registered,PDO,16/04/2011,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,22/02/2006,14/08/2010,16/04/2011,,,
RO/PGI/0005/0763,Magiun de prune Topoloveni,Romania,RO,Registered,PGI,08/04/2011,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,04/03/2009,08/09/2010,08/04/2011,,,
DE/PGI/0005/0640,Bayerisches Rindfleisch / Rindfleisch aus Bayern,Germany,DE,Registered,PGI,22/03/2011,Class 1.1. Fresh meat (and offal),,08/08/2007,28/07/2010,22/03/2011,,,
UK/PGI/0005/0715,Traditional Cumberland Sausage,United Kingdom,GB,Registered,PGI,22/03/2011,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,11/08/2008,31/07/2010,22/03/2011,,,
AT/PGI/0005/0325,Mostviertler Birnmost,Austria,AT,Registered,PGI,12/03/2011,Class 1.8. other products of Annex I of the Treaty (spices etc.),,14/11/2003,16/07/2010,12/03/2011,,,
ES/PDO/0005/0698,Pera de Lleida,Spain,ES,Registered,PDO,12/03/2011,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,29/05/2008,16/07/2010,12/03/2011,,,
IT/PDO/0005/0683,Fagioli Bianchi di Rotonda,Italy,IT,Registered,PDO,12/03/2011,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,25/02/2008,29/06/2010,12/03/2011,,,
IT/PGI/0005/0776,Miele delle Dolomiti Bellunesi,Italy,IT,Registered,PDO,12/03/2011,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,09/06/2009,08/07/2010,12/03/2011,,,
PL/PGI/0005/0694,Chleb prądnicki,Poland,PL,Registered,PGI,12/03/2011,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,23/04/2008,10/07/2010,12/03/2011,,,
SK/PGI/0005/0656,Zázrivský korbáčik,Slovakia,SK,Registered,PGI,12/03/2011,Class 1.3. Cheeses,,30/10/2007,13/07/2010,12/03/2011,,,
SK/PGI/0005/0693,Tekovský salámový syr ,Slovakia,SK,Registered,PGI,12/03/2011,Class 1.3. Cheeses,,14/04/2008,24/07/2010,12/03/2011,,,
SK/PGI/0005/0774,Oravský korbáčik ,Slovakia,SK,Registered,PGI,12/03/2011,Class 1.3. Cheeses,,04/05/2009,13/07/2010,12/03/2011,,,
Multi/TSG/0007/0042,Liptovská saláma / Liptovský salám,,CZ/SK/Multi-country,Registered,TSG,22/02/2011,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,04/08/2006,22/04/2010,22/02/2011,,,
Multi/TSG/0007/0044,Tradiční Lovecký salám / Tradičná Lovecká saláma,,CZ/SK/Multi-country,Registered,TSG,22/02/2011,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,04/08/2006,16/04/2010,22/02/2011,19/10/2017,,
Multi/TSG/0007/0051,Spišské párky,,CZ/SK/Multi-country,Registered,TSG,22/02/2011,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,18/01/2007,15/04/2010,22/02/2011,,,
Multi/TSG/0007/0055,Tradiční Špekáčky / Tradičné Špekačky,,CZ/SK/Multi-country,Registered,TSG,22/02/2011,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,21/05/2007,14/04/2010,22/02/2011,19/10/2017,,
ES/PGI/0005/0696,Chosco de Tineo,Spain,ES,Registered,PGI,19/02/2011,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,29/05/2008,25/06/2010,19/02/2011,,,
IT/PDO/0005/0646,Piacentinu Ennese,Italy,IT,Registered,PDO,15/02/2011,Class 1.3. Cheeses,,25/09/2007,24/06/2010,15/02/2011,,,
FR/PGI/0005/0477,Oie d'Anjou,France,FR,Registered,PGI,12/02/2011,Class 1.1. Fresh meat (and offal),,20/06/2005,22/06/2010,12/02/2011,,,
DE/PGI/0005/0722,Hofer Rindfleischwurst,Germany,DE,Registered,PGI,04/02/2011,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,10/10/2008,28/05/2010,04/02/2011,,,
IT/PDO/0005/0669,Arancia di Ribera,Italy,IT,Registered,PDO,04/02/2011,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,07/01/2008,26/05/2010,04/02/2011,,,
IT/PDO/0005/0687,Carciofo Spinoso di Sardegna,Italy,IT,Registered,PDO,04/02/2011,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,06/03/2008,08/06/2010,04/02/2011,09/03/2016,,
IT/PGI/0005/0502,Limone di Siracusa,Italy,IT,Registered,PGI,04/02/2011,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,11/10/2005,26/05/2010,04/02/2011,01/10/2015,,
ES/PDO/0005/0658,Montoro-Adamuz,Spain,ES,Registered,PDO,18/12/2010,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,08/11/2007,13/05/2010,18/12/2010,,,
IT/PGI/0005/0522,Carota Novella di Ispica,Italy,IT,Registered,PGI,18/12/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,26/01/2006,11/05/2010,18/12/2010,30/06/2017,,
FR/PDO/0005/0379,Maine - Anjou,France,FR,Registered,PDO,17/12/2010,Class 1.1. Fresh meat (and offal),,17/09/2004,02/12/2008,17/12/2010,,,
ES/PGI/0005/0511,Melón de la Mancha,Spain,ES,Registered,PGI,11/12/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,06/12/2005,08/05/2010,11/12/2010,,,
DE/PGI/0005/0733,Salzwedeler Baumkuchen,Germany,DE,Registered,PGI,10/12/2010,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,15/12/2008,15/04/2010,10/12/2010,,,
FR/PGI/0005/0711,Agneau du Périgord,France,FR,Registered,PGI,10/12/2010,Class 1.1. Fresh meat (and offal),,10/07/2008,01/05/2010,10/12/2010,,,
NL/PGI/0005/0328,Gouda Holland,Netherlands,NL,Registered,PGI,03/12/2010,Class 1.3. Cheeses,,27/11/2003,06/03/2008,03/12/2010,,,
NL/PGI/0005/0329,Edam Holland,Netherlands,NL,Registered,PGI,03/12/2010,Class 1.3. Cheeses,,27/11/2003,01/03/2008,03/12/2010,,,
ES/PGI/0005/0673,Pimiento de Gernika or Gernikako Piperra,Spain,ES,Registered,PGI,01/12/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,31/01/2008,14/04/2010,01/12/2010,,,
DE/PGI/0005/0704,Dresdner Christstollen / Dresdner Stollen/ Dresdner Weihnachtsstollen,Germany,DE,Registered,PGI,27/11/2010,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,17/06/2008,24/02/2010,27/11/2010,,,
FR/PDO/0005/0581,Farine de châtaigne corse/Farina castagnina corsa,France,FR,Registered,PDO,13/11/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,22/12/2006,27/03/2010,13/11/2010,,,
FR/PGI/0005/0595,Jambon de l'Ardèche,France,FR,Registered,PGI,13/11/2010,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,10/04/2007,25/03/2010,13/11/2010,23/02/2016,,
IT/PDO/0005/0675,Peperone di Pontecorvo,Italy,IT,Registered,PDO,13/11/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,15/02/2008,27/03/2010,13/11/2010,,,
SE/PDO/0005/0650,Kalix Löjrom,Sweden,SE,Registered,PDO,13/11/2010,"Class 1.7. Fresh fish, molluscs, and crustaceans and products derived therefrom",,03/10/2007,24/03/2010,13/11/2010,,,
FR/PDO/0005/0568,Olive de Nîmes,France,FR,Registered,PDO,05/11/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,10/11/2006,20/02/2010,05/11/2010,19/04/2016,,
PL/PGI/0005/0617,Jabłka łąckie,Poland,PL,Registered,PGI,05/11/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,05/07/2007,19/02/2010,05/11/2010,,,
HU/PDO/0005/0395,Szegedi fűszerpaprika-őrlemény/Szegedi paprika,Hungary,HU,Registered,PDO,04/11/2010,Class 1.8. other products of Annex I of the Treaty (spices etc.),,21/10/2004,20/02/2010,04/11/2010,,,
IT/PGI/0005/0564,Marrone della Valle di Susa,Italy,IT,Registered,PGI,04/11/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,08/11/2006,18/03/2010,04/11/2010,,,
SE/PGI/0005/0692,Bruna bönor från Öland,Sweden,SE,Registered,PGI,04/11/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,03/04/2008,24/02/2010,04/11/2010,,,
SK/TSG/0007/0046,Ovčí hrudkový syr – salašnícky,Slovakia,SK,Registered,TSG,04/11/2010,Class 1.3. Cheeses,,20/10/2006,27/01/2010,04/11/2010,03/05/2017,,
CN/PGI/0005/0623,龙口粉丝,China,CN,Registered,PGI,30/10/2010,Class 2.7. Pasta,Longkou Fen Si ,16/07/2007,20/02/2010,30/10/2010,,,
DE/PGI/0005/0620,Hessischer Apfelwein,Germany,DE,Registered,PGI,30/10/2010,Class 1.8. other products of Annex I of the Treaty (spices etc.),,16/07/2007,18/02/2010,30/10/2010,,,
FR/PGI/0005/0504,Porc de Franche-Comté,France,FR,Registered,PGI,30/10/2010,Class 1.1. Fresh meat (and offal),,04/11/2005,16/02/2010,30/10/2010,,,
PL/PGI/0005/0634,Śliwka szydłowska,Poland,PL,Registered,PGI,30/10/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,23/07/2007,19/02/2010,30/10/2010,,,
PL/PGI/0005/0674,Obwarzanek krakowski,Poland,PL,Registered,PGI,30/10/2010,"Class 2.4. Bread, pastry, cakes, confectionery, biscuits and other baker’s wares",,04/02/2008,16/02/2010,30/10/2010,,,
FI/PDO/0005/0384,Lapin Poron kuivaliha,Finland,FI,Registered,PDO,29/10/2010,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,19/10/2004,19/02/2010,29/10/2010,,,
IT/PDO/0005/0661,Vastedda della valle del Belìce,Italy,IT,Registered,PDO,29/10/2010,Class 1.3. Cheeses,,26/11/2007,19/02/2010,29/10/2010,,,
SK/TSG/0007/0045,Ovčí salašnícky údený syr,Slovakia,SK,Registered,TSG,19/10/2010,Class 1.3. Cheeses,,20/10/2006,16/12/2009,19/10/2010,03/05/2017,,
IT/PGI/0005/0495,Asparago di Badoere,Italy,IT,Registered,PGI,15/10/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,21/09/2005,29/01/2010,15/10/2010,,,
FR/PDO/0005/0542,Fourme de Montbrison,France,FR,Registered,PDO,13/10/2010,Class 1.3. Cheeses,,,,13/10/2010,,,
PL/PGI/0005/0527,Kiełbasa lisiecka,Poland,PL,Registered,PGI,13/10/2010,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,08/03/2006,04/02/2010,13/10/2010,,,
DE/PGI/0005/0615,Halberstädter Würstchen,Germany,DE,Registered,PGI,09/10/2010,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,03/07/2007,12/02/2010,09/10/2010,23/01/2015,,
DE/PGI/0005/0678,Schrobenhausener Spargel/Spargel aus dem Schrobenhausener Land/Spargel aus dem Anbaugebiet Schrobenhausen,Germany,DE,Registered,PGI,09/10/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,20/02/2008,11/02/2010,09/10/2010,,,
EL/PDO/0005/0520,Φάβα Σαντορίνης,Greece,GR,Registered,PDO,09/10/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",Fava Santorinis,09/01/2006,11/02/2010,09/10/2010,,,
ES/PDO/0005/0341,Estepa,Spain,ES,Registered,PDO,09/10/2010,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,16/04/2004,13/02/2010,09/10/2010,28/03/2017,,
FR/PGI/0005/0541,Mogette de Vendée,France,FR,Registered,PGI,09/10/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,27/03/2006,23/01/2010,09/10/2010,04/04/2017,,
IT/PGI/0005/0643,Patata della Sila,Italy,IT,Registered,PGI,09/10/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,21/09/2007,10/02/2010,09/10/2010,,,
PL/PGI/0005/0600,Suska sechlońska,Poland,PL,Registered,PGI,09/10/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,23/04/2007,12/02/2010,09/10/2010,,,
SI/PGI/0005/0533,Prleška tünka,Slovenia,SI,Registered,PGI,08/10/2010,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,24/03/2006,11/02/2010,08/10/2010,,,
DE/PGI/0005/0618,Hessischer Handkäse / Hessischer Handkäs,Germany,DE,Registered,PGI,04/09/2010,Class 1.3. Cheeses,,06/07/2007,24/12/2009,04/09/2010,,,
ES/PDO/0005/0605,Queso de Flor de Guía / Queso de Media Flor de Guía / Queso de Guía,Spain,ES,Registered,PDO,04/09/2010,Class 1.3. Cheeses,,21/05/2007,23/12/2009,04/09/2010,,,
ES/PDO/0005/0506,Los Pedroches,Spain,ES,Registered,PDO,03/09/2010,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,09/11/2005,07/01/2010,03/09/2010,,,
FR/PGI/0005/0257,Génisse Fleur d'Aubrac,France,FR,Registered,PGI,03/09/2010,Class 1.1. Fresh meat (and offal),,15/10/2002,30/12/2009,03/09/2010,,,
FR/PGI/0005/0556,Saucisse de Morteau / Jésus de Morteau,France,FR,Registered,PGI,21/08/2010,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,26/09/2006,23/12/2009,21/08/2010,,,
PL/PDO/0005/0578,Podkarpacki miód spadziowy,Poland,PL,Registered,PDO,07/08/2010,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,05/12/2006,09/12/2009,07/08/2010,,,
CZ/PGI/0005/0399,Olomoucké tvarůžky,Czech Republic,CZ,Registered,PGI,05/08/2010,Class 1.3. Cheeses,,19/10/2004,04/08/2007,05/08/2010,,,
DE/PGI/0005/0614,Lüneburger Heidekartoffeln,Germany,DE,Registered,PGI,05/08/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,03/07/2007,16/12/2009,05/08/2010,,,
ES/PDO/0005/0509,Pemento de Herbón,Spain,ES,Registered,PDO,05/08/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,15/11/2005,18/12/2009,05/08/2010,,,
FR/PDO/0005/0553,Mâconnais,France,FR,Registered,PDO,05/08/2010,Class 1.3. Cheeses,,28/08/2006,18/12/2009,05/08/2010,,,
IT/PDO/0005/0681,Fagiolo Cannellino di Atina,Italy,IT,Registered,PDO,05/08/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,25/02/2008,10/12/2009,05/08/2010,,,
UK/TSG/0007/0024,Traditionally Farmed Gloucestershire Old Spots Pork,United Kingdom,GB,Registered,TSG,29/07/2010,Class 1.1. Fresh meat (and offal),,13/02/2004,03/10/2009,29/07/2010,,,
IT/PDO/0005/0559,Ricotta di Bufala Campana,Italy,IT,Registered,PDO,20/07/2010,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,18/10/2006,30/10/2009,20/07/2010,,,
IT/PDO/0005/0603,Farro di Monteleone di Spoleto,Italy,IT,Registered,PDO,16/07/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,11/05/2007,12/11/2009,16/07/2010,,,
IT/PDO/0005/0662,Melanzana Rossa di Rotonda,Italy,IT,Registered,PDO,16/07/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,29/11/2007,07/11/2009,16/07/2010,,,
IT/PGI/0005/0651,Pesca di Leonforte,Italy,IT,Registered,PGI,16/07/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,03/10/2007,07/11/2009,16/07/2010,09/05/2013,,
PL/PGI/0005/0607,Miód kurpiowski,Poland,PL,Registered,PGI,13/07/2010,"Class 1.4. Other products of animal origin (eggs, honey, various dairy products except butter, etc.)",,30/05/2007,30/10/2009,13/07/2010,,,
PL/PGI/0005/0613,Fasola korczyńska,Poland,PL,Registered,PGI,13/07/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,07/06/2007,12/11/2009,13/07/2010,,,
FR/PGI/0005/0555,Farine de blé noir de Bretagne/Farine de blé noir de Bretagne — Gwinizh du Breizh,France,FR,Registered,PGI,26/06/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,26/09/2006,10/07/2009,26/06/2010,,,
ES/PDO/0005/0590,Aceite Campo de Montiel,Spain,ES,Registered,PDO,22/06/2010,"Class 1.5. Oils and fats (butter, margarine, oil, etc.)",,30/01/2007,15/07/2009,22/06/2010,,,
HU/PDO/0005/0390,Csabai kolbász/Csabai vastagkolbász,Hungary,HU,Registered,PGI,19/06/2010,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,21/10/2004,16/10/2009,19/06/2010,,,
HU/PDO/0005/0394,Gyulai kolbász / Gyulai pároskolbász,Hungary,HU,Registered,PGI,19/06/2010,"Class 1.2. Meat products (cooked, salted, smoked, etc.)",,21/10/2004,16/10/2009,19/06/2010,,,
IT/PDO/0005/0638,Aglio di Voghiera,Italy,IT,Registered,PDO,22/05/2010,"Class 1.6. Fruit, vegetables and cereals fresh or processed",,30/07/2007,01/10/2009,22/05/2010,01/08/2015,,
IT/PDO/0005/0686,Piave,Italy,IT,Registered,PDO,22/05/2010,Class 1.3. Cheeses,,04/03/2008,29/09/2009,22/05/2010,,,
